company_id,company_name,sector,annual_revenue,ebitda,total_debt,total_equity,current_assets,current_liabilities,interest_expense,cash_flow,employee_count,credit_score,fraud_flag,hidden_liability,bankruptcy_risk
CMP0176,Carroll LLC,Energy,47154612,14888767.77,31272091.77,20328570.43,19308615.45,7264720.88,776041.13,-1369611.87,224,692,0,0,Medium
CMP0177,Nelson Group,Retail,73836793,25398244.38,78171886.37,52153427.42,9309653.17,17357418.39,4748974.82,14009743.26,6246,742,0,0,Low
CMP0178,Cross PLC,Manufacturing,12355150,2642428.35,9788869.57,4127540.3,4955158.15,3353688.36,1024033.27,2222930.52,3960,652,0,1,Medium
CMP0179,Carter-Leach,Finance,24168680,7033944.4,13849357.45,16493343.18,5900110.29,8184335.62,1099721.64,5875121.12,437,741,0,0,Low
CMP0180,"Willis, Jensen and Figueroa",Finance,7496456,461895.41,3892582.57,5732083.22,1420010.89,836011.98,297365.67,-227778.85,8257,828,0,0,Low
CMP0181,Blevins-Edwards,Healthcare,3647258,828837.08,2977959.71,2533047.38,619900.53,534074.88,331539.96,477715.24,7658,826,0,1,Low
CMP0182,Johns-Miller,Energy,18855534,4848773.01,8152261.54,8692852.54,5030188.2,4715539.86,704661.23,-903763.21,2475,811,1,1,Low
CMP0183,Bell-Hernandez,Finance,18947870,1777087.44,14420443.51,2791696.13,5484498.25,5803132.71,1666126.74,4278608.62,7811,341,1,0,High
CMP0184,Sullivan-Chapman,Healthcare,51663318,14919433.79,20435603.75,33157864.41,21829213.08,5298492.5,2136196.35,890806.14,1188,713,1,1,Low
CMP0185,Garcia Inc,Technology,55878354,9054980.43,26382055.03,21562679.16,24186225.6,12793891.73,2176956.3,3678452.0,4941,707,1,1,Low
CMP0186,Cortez and Sons,Technology,49799181,9944955.89,10523882.35,6679070.89,19394909.32,5493182.68,1180490.15,9865293.66,5169,647,0,0,Medium
CMP0187,Graham-Ortiz,Retail,54446988,13462654.6,46827237.24,33792827.8,21477634.85,17409504.56,3805031.02,-2447358.79,5872,731,0,1,Low
CMP0188,Dillon Inc,Finance,36196991,3828981.38,33175156.26,11430551.16,4014776.38,3895303.38,2212835.42,8042223.25,8931,641,0,0,Medium
CMP0189,Smith PLC,Technology,61372762,6125911.77,46556452.88,12980784.07,8197551.92,18653539.38,1476945.13,-745425.2,6837,504,0,1,High
CMP0190,Holt LLC,Finance,10824834,706141.55,12798309.21,6989422.24,1475650.39,2367984.24,1355814.99,1838343.42,5881,610,1,1,Medium
CMP0191,"Smith, Cooper and Nixon",Finance,18245265,6115128.43,4143275.71,9117137.68,3070739.74,6736316.38,269837.5,672371.57,7844,719,1,1,Low
CMP0192,"Williams, Reed and Kelly",Retail,18376732,3334100.59,6695706.78,11653914.21,8493168.62,1592966.19,282584.21,-762739.04,9775,808,1,0,Low
CMP0193,Glenn-Fields,Energy,47045719,7172657.36,43804415.7,29748315.93,10369292.57,8329662.23,4736520.35,4024618.77,4366,816,0,1,Low
CMP0194,George Ltd,Manufacturing,90033116,27223803.79,61552347.35,34724585.37,25330865.68,18751948.34,3727049.51,5553871.45,8340,613,1,1,Medium
CMP0195,Smith-Mejia,Manufacturing,19156722,6569921.33,22947735.98,5323462.08,2187924.51,3914295.6,2535970.79,4297306.88,1232,300,0,1,High
CMP0196,Roberts Inc,Manufacturing,15079167,4787867.77,13985099.93,1230018.48,4214807.43,4062093.13,414812.69,879432.13,6398,328,1,0,High
CMP0197,"Goodwin, Garcia and Brennan",Healthcare,80823660,21472333.77,94054213.52,50484324.32,20711976.73,8651049.99,10961085.25,-1128495.77,2890,563,0,1,Medium
CMP0198,Moore Ltd,Energy,14446963,4733498.61,3474155.25,5940656.95,1450135.98,1509747.15,413802.9,-269575.41,441,728,1,0,Low
CMP0199,Sosa and Sons,Technology,84536990,28561713.57,94306735.37,17346305.86,29243355.78,20123320.3,4730295.1,5810526.83,4657,321,0,1,High
CMP0200,Harris Group,Manufacturing,12018181,2948018.18,5663325.22,8553290.77,3315057.03,3005301.31,589166.7,988896.54,9483,707,0,0,Low
CMP0201,Hayes Inc,Manufacturing,7775845,825063.37,6545467.26,676777.68,2728155.06,2798283.42,657179.14,91931.83,6851,399,0,0,High
CMP0202,Webb-Moss,Manufacturing,48811876,14618611.49,6142301.02,33244504.6,15460678.17,17191980.69,623603.99,3262428.04,918,756,0,1,Low
CMP0203,"Jenkins, Fields and Bender",Technology,6738990,1767551.43,2904087.08,4721369.22,2496834.42,1964125.22,325826.11,1361044.94,6501,790,0,1,Low
CMP0204,"Mahoney, Harrington and Bowen",Technology,83479102,28589934.6,35169590.27,4369076.77,32032801.51,21430965.9,2933927.89,2595230.42,3678,313,0,0,High
CMP0205,Johnson-Odonnell,Manufacturing,13492188,3526856.39,5557342.69,4830303.06,4064628.65,5108029.17,199507.65,1304939.93,4946,727,1,1,Low
CMP0206,Hernandez-George,Retail,56019373,15679834.5,56489744.39,34188951.7,19178073.29,19718106.62,5844880.44,9609977.64,2900,555,0,1,Medium
CMP0207,Miller-Howard,Energy,84959875,19505066.14,94519360.48,27461836.77,32073885.54,8265133.74,7648325.97,6193383.51,1427,535,0,1,High
CMP0208,Robinson LLC,Healthcare,15481282,880011.68,8781920.62,3516482.24,1823889.13,1529941.44,576314.88,833134.1,1691,607,1,0,Medium
CMP0209,Castillo and Sons,Manufacturing,93564611,32113696.36,34697672.4,44217718.88,14685789.36,4729936.0,1434987.43,12811619.88,8442,799,1,1,Low
CMP0210,"Fischer, Cardenas and Chandler",Technology,43072120,3403786.86,19877021.91,11180315.75,19987045.67,15532389.51,1130120.52,712112.47,4252,595,1,0,Medium
CMP0211,"Bowers, Cohen and Green",Manufacturing,91134291,11415332.88,78413980.18,45322919.12,19820964.3,16265832.21,8503131.31,14278611.43,7581,587,1,0,Medium
CMP0212,Wright LLC,Manufacturing,7764153,2515418.35,7905985.99,3173610.02,3383976.05,2489825.22,210566.71,1735564.9,7547,570,0,1,Medium
CMP0213,Petersen Group,Retail,84125146,9879596.5,29697285.55,35594962.94,21997250.5,13700067.33,2316427.1,14198179.48,6987,771,0,0,Low
CMP0214,"Foster, Collins and Lynn",Retail,14407041,2350716.02,13577173.47,9556055.62,5672284.41,1800519.08,309950.02,-379165.37,2607,813,0,1,Low
CMP0215,"Jackson, Mclaughlin and Edwards",Finance,90776278,30558824.14,79464386.87,40825201.33,17035101.81,9765834.92,2073794.94,8506822.76,1909,617,1,1,Medium
CMP0216,"Nunez, Gallegos and Sawyer",Healthcare,3468705,741112.78,1575026.25,488768.18,1406277.67,1275938.99,112557.8,329599.24,2424,510,1,0,High
CMP0217,Young PLC,Manufacturing,49500324,3895377.5,20797344.54,33147968.51,8387837.7,13282967.98,454060.24,8192915.73,5383,779,1,0,Low
CMP0218,Henson Group,Finance,3835539,279065.01,4014887.62,1728019.02,1396972.29,517728.11,385931.81,-58176.03,8535,678,1,0,Medium
CMP0219,Cain Inc,Technology,65845880,10587228.06,48288983.21,44010347.12,32460500.54,18812579.89,2197960.82,15100743.79,2257,787,1,0,Low
CMP0220,Thomas-Gibson,Technology,37125246,10458157.44,43764612.2,11187718.29,18168189.1,11537941.21,1330405.73,3655493.29,1661,466,0,1,High
CMP0221,"Sutton, Williams and Buckley",Energy,83347273,10325370.99,45094372.33,52575994.05,34182123.79,27134862.51,4912578.33,7528091.34,629,826,1,0,Low
CMP0222,Moore-Nelson,Retail,56525291,11082566.65,30221554.81,39600515.59,15170885.92,15322104.92,645541.37,12203644.66,9884,828,1,1,Low
CMP0223,Moreno Inc,Healthcare,24144273,1430730.98,12001650.54,13067914.74,8296306.53,1534093.79,956378.22,2715130.15,2652,848,1,0,Low
CMP0224,"Harvey, Johnson and Mooney",Energy,40653709,10433359.7,7350224.74,16033793.33,7320309.42,2439966.13,219206.39,1668111.36,5838,845,1,1,Low
CMP0225,Pearson-Romero,Retail,68312099,8070112.92,59586895.07,53451752.61,27289189.5,9491250.78,1644390.0,2723431.57,219,812,1,0,Low
CMP0226,"Warren, Martinez and Gould",Retail,88938051,7946987.6,10589612.2,31490226.6,43075701.35,19660778.22,657195.05,16183089.32,7520,842,1,1,Low
CMP0227,"Taylor, Smith and Jones",Finance,25009996,5963326.26,3967604.22,7853514.63,8607979.76,7961159.73,84069.15,2383092.04,7850,762,0,0,Low
CMP0228,Frank Group,Retail,2648224,909463.93,2444823.76,2085195.34,340510.14,676733.17,260439.32,68584.22,7936,815,0,1,Low
CMP0229,"Short, Wagner and Rivera",Energy,60522119,20504625.56,27567130.27,24080632.63,17704187.41,17504222.54,711695.88,6359474.73,3378,724,1,1,Low
CMP0230,Torres and Sons,Finance,87307939,24361188.65,49247285.79,66186790.76,12907633.91,12711105.08,2501058.11,5287662.43,6172,781,1,0,Low
CMP0231,Mullins Inc,Technology,29266306,8143622.31,19472692.24,10284560.14,12480827.14,9916869.11,571882.8,223601.0,7510,583,1,1,Medium
CMP0232,Smith-Crawford,Retail,20086860,7025409.33,2304218.73,2814943.88,6460953.1,2979017.81,162276.02,5653.33,2326,820,0,0,Low
CMP0233,Combs Inc,Technology,68682876,4407379.36,24114620.71,17977178.24,15981305.1,8800729.66,2590104.45,8393614.46,8594,727,0,0,Low
CMP0234,"Campbell, Freeman and Walters",Healthcare,11900322,1412616.05,5334554.17,7276684.07,5143541.11,2283918.33,164426.01,-52023.62,9094,707,0,0,Low
CMP0235,"Gordon, Lin and Johnson",Retail,87576138,18833461.7,34102776.72,58644933.54,28645478.95,15507398.49,2022995.27,8775596.59,8386,815,1,1,Low
CMP0236,Young-Lee,Technology,28104459,5201143.8,10546024.62,20530282.0,11818304.83,7989623.26,249132.7,-632169.83,7699,817,0,1,Low
CMP0237,Mitchell and Sons,Energy,66923885,13610077.35,48865161.94,31969554.44,32481291.81,15217071.85,4634177.21,16304537.87,4558,577,1,1,Medium
CMP0238,Hall-Clay,Healthcare,3665811,1130361.26,4064773.49,2816385.62,1333163.07,1326788.85,120740.58,728808.41,287,786,0,1,Low
CMP0239,Morton Group,Healthcare,29451476,3713924.39,31896849.05,17933697.44,8054653.93,6978378.66,2700970.91,6396115.42,1237,617,0,0,Medium
CMP0240,Beard-Walker,Technology,86225496,7334940.05,36465514.74,53481398.43,20885317.68,15958271.79,1242205.45,12534484.35,4472,794,0,0,Low
CMP0241,"Smith, Porter and Thornton",Energy,9536474,1672482.02,1207056.78,1717628.96,4016904.63,2249166.84,33451.19,2123484.41,3442,702,0,0,Low
CMP0242,Mack-Gibson,Healthcare,96890073,16082250.27,47105645.34,34197562.29,41618869.6,33862514.22,2591464.87,339270.46,4095,733,0,1,Low
CMP0243,Church PLC,Technology,59655341,9557757.8,30185582.61,15392728.38,9529352.95,9461841.6,3207902.22,-2667162.54,7623,595,0,0,Medium
CMP0244,Ross LLC,Retail,16568563,3894593.99,7791866.97,4526250.06,4778003.88,3191873.57,799635.12,1657848.39,7752,666,1,0,Medium
CMP0245,"Burgess, Taylor and Vaughn",Healthcare,73752108,18157207.34,40878397.05,37099409.31,19100835.35,3761870.7,973720.86,-2370760.97,7076,805,1,1,Low
CMP0246,Bailey Inc,Manufacturing,34839005,4993626.78,18064693.42,25873632.68,7347073.49,9026992.76,889719.21,981772.65,7841,722,0,0,Low
CMP0247,Johnson Ltd,Energy,44812922,8561860.89,10153039.84,26560718.53,21174836.05,14450660.29,1155782.24,-1728270.19,8967,745,1,1,Low
CMP0248,Thomas Group,Energy,7349243,783974.68,3824658.14,2369475.78,1591793.32,2784221.26,131629.46,1778414.46,4030,564,1,1,Medium
CMP0249,Hicks-Anthony,Finance,68686435,17754110.99,38947960.78,26197643.92,11553439.25,20702141.11,4670892.86,8369596.08,1031,834,1,1,Low
CMP0250,Mitchell-Martin,Energy,81778666,20927539.78,11160668.26,12138624.4,16486886.75,13914482.24,395820.74,14303125.54,9142,734,0,0,Low
CMP0251,Weaver and Sons,Finance,5726621,460258.78,3267955.4,3228260.85,2104150.52,295627.26,203055.16,167015.89,7337,819,1,0,Low
CMP0252,Rice Ltd,Energy,24780971,7794952.39,9072372.95,8247005.33,3181353.59,3312722.51,241072.29,-611570.33,3557,808,0,1,Low
CMP0253,Gardner-Bass,Retail,7883262,1034210.04,8949561.12,505335.62,2851595.38,2245662.31,507245.35,1298913.93,6377,470,1,1,High
CMP0254,"Myers, Fisher and Williams",Finance,52507142,12822018.22,40513581.11,34660064.46,11310419.59,18506155.13,1760212.49,9472259.42,2085,844,0,0,Low
CMP0255,Palmer-Neal,Energy,89085510,23523690.99,11870093.16,11491146.97,27947360.34,16621540.66,1257467.4,17532892.64,5476,806,1,0,Low
CMP0256,Watson-Thompson,Finance,55545798,15646331.01,62060859.31,36240126.38,17488375.09,9997314.84,4192263.12,-2461415.19,7220,571,1,1,Medium
CMP0257,"Keller, Castro and Gonzalez",Manufacturing,25760264,8076395.67,28041208.61,14458724.53,12363229.82,9736253.99,3045129.49,2681368.7,6945,563,0,1,Medium
CMP0258,Carlson Group,Technology,99245267,21441486.06,82593098.59,33024210.43,30114252.79,33565284.41,2500539.65,2890561.19,2064,574,1,0,Medium
CMP0259,"Williams, Hunt and Parker",Energy,56212365,5368331.68,31812791.67,13388256.75,27075658.98,8228443.35,3009210.43,5667225.11,1713,631,1,1,Medium
CMP0260,Wagner-Dillon,Finance,53072059,8373531.92,32606158.71,14069493.52,18090938.65,11193654.25,2313924.33,6704972.41,9590,679,0,0,Medium
CMP0261,Smith-Young,Manufacturing,13596297,1498807.95,3509275.82,1090228.01,3301944.36,2005533.0,90862.2,-455261.55,9413,439,0,1,High
CMP0262,Ramirez-Wong,Healthcare,99097462,29197525.11,43677883.44,51200335.84,47060463.21,22732958.7,2726808.94,3533201.89,2697,776,0,0,Low
CMP0263,"Duran, Young and Buchanan",Retail,24943192,3056677.42,9101495.25,4551119.3,3121278.47,4269143.82,602216.1,1735848.71,2029,568,0,1,Medium
CMP0264,"Fernandez, Harris and Vazquez",Healthcare,44097530,10177555.36,8983538.7,17402283.88,13216713.18,16064581.78,231870.11,9219562.78,7447,815,1,1,Low
CMP0265,"Cohen, Lee and Garcia",Healthcare,9006288,1100179.04,1470372.11,4941685.36,2809678.52,2361196.54,165372.86,1599761.32,1187,817,0,1,Low
CMP0266,Soto-Harris,Energy,84149391,6608787.94,55055971.12,10127218.36,37352527.65,32429380.08,1294195.88,10898165.03,6962,424,1,0,High
CMP0267,Larson PLC,Manufacturing,49640747,15697615.9,44048142.33,15692035.74,12913236.96,8604729.05,3218322.84,2016716.15,4745,554,0,1,Medium
CMP0268,Manning-Todd,Technology,75937204,22326215.08,90638210.79,50762900.9,23902806.69,22711018.29,4045507.67,11890083.26,393,692,0,1,Medium
CMP0269,Pope-Thomas,Technology,31243249,7920037.19,20447396.73,5161069.53,9659119.63,7409657.05,927541.53,4428859.95,3559,526,0,0,High
CMP0270,Wright-Martinez,Finance,46236820,4914037.36,20361801.72,28473482.64,9954201.65,8591295.7,1632869.08,8232334.3,7890,754,0,1,Low
CMP0271,"West, Smith and King",Energy,10787723,1117868.28,8993090.68,2317766.01,2632266.25,1563410.05,337093.95,-190028.6,8525,351,1,0,High
CMP0272,"Cook, Harrison and Sherman",Manufacturing,95001705,7515986.34,84526737.02,61026314.05,38075275.59,9077311.31,1868593.48,19893228.51,7086,770,0,0,Low
CMP0273,Crawford-Wagner,Retail,41913759,2270900.47,47997845.31,14865209.73,14634019.35,2450342.65,2955085.37,7746389.61,1666,323,1,1,High
CMP0274,Miller-Cruz,Energy,61525459,5951939.81,20296075.57,20025894.01,9960290.89,22428076.78,1163769.64,7038305.68,563,710,1,0,Low
CMP0275,"Liu, Nichols and Williams",Manufacturing,18838679,5334250.14,13440160.76,2199029.76,3785205.98,7509080.09,755410.42,833865.52,7368,454,1,1,High
CMP0276,"Clay, Morris and Brown",Retail,60918906,10264956.75,40967127.78,9817647.34,7573945.06,23786393.29,2719430.56,4465254.34,7022,445,0,1,High
CMP0277,"Jordan, Robertson and Thompson",Technology,30512137,2601029.21,22883819.52,20177081.54,8909439.19,6130312.98,1227560.68,6094951.45,5465,824,0,1,Low
CMP0278,Lee-West,Technology,99773684,26311205.24,45475347.55,76589164.93,36763055.3,18200613.71,1713395.21,4264662.62,7709,727,0,1,Low
CMP0279,Larsen Ltd,Energy,78202623,23272359.13,25574055.96,47425052.74,27190297.24,28916570.92,2317365.34,5175054.57,2432,824,0,0,Low
CMP0280,"Hunter, Tran and Foster",Finance,77827129,7425337.4,41202999.33,35379951.39,34290320.61,18452545.41,2372652.81,4670745.13,7107,739,1,1,Low
CMP0281,Hardy Ltd,Manufacturing,53420871,6134632.99,10205882.42,21950422.8,20049263.13,15265604.08,797049.61,6419613.49,7390,771,0,0,Low
CMP0282,"Cooper, Reynolds and Fisher",Retail,74525505,10403909.1,64239450.47,23326925.75,33996055.45,20665549.14,4491210.27,8126952.71,4197,576,1,1,Medium
CMP0283,"Rhodes, Colon and Alexander",Technology,33623420,5348600.29,9989826.76,12444723.23,5622230.88,7374315.17,834030.14,2254334.47,3995,706,0,0,Low
CMP0284,Warner-Jackson,Healthcare,89398270,27540333.42,68438755.36,41904319.61,28672083.3,26945800.78,3952563.0,2302402.86,6419,675,1,1,Medium
CMP0285,"Nicholson, Sanchez and Robles",Manufacturing,88504343,30661556.07,52211591.8,31833785.55,39704844.84,10842496.09,5019836.43,4934844.52,766,620,1,1,Medium
CMP0286,Mack-Beck,Energy,54589950,8291851.32,56067056.14,10267950.29,24055354.36,13620455.59,3379052.75,10663308.73,3382,506,0,0,High
CMP0287,Ramirez-Simmons,Technology,43648211,8944693.54,14710429.6,24745303.09,11306574.15,16914034.17,1040350.42,5817704.84,4782,749,0,0,Low
CMP0288,Robertson Inc,Finance,99588474,14021310.6,69897390.71,15520466.71,27378628.5,37973146.28,6707376.87,17677287.89,7568,406,0,0,High
CMP0289,"Burns, Maxwell and Dudley",Healthcare,93425035,5341316.87,78081150.76,44095967.81,40800531.29,34159913.55,4897073.66,-1812077.66,4002,606,1,0,Medium
CMP0290,Camacho-Lawson,Technology,58466126,13929380.08,6078534.75,29863643.39,13458402.85,12453937.91,260021.59,4920949.02,977,725,1,1,Low
CMP0291,Jones-Garcia,Healthcare,16609270,2799553.83,16877133.55,10445265.46,2774581.47,2908500.71,593630.41,1838661.02,2772,597,1,0,Medium
CMP0292,Rush-Blair,Manufacturing,2296428,563707.3,688990.51,923407.54,473188.08,452393.77,66004.18,293944.82,5690,849,1,1,Low
CMP0293,Aguirre Group,Energy,91366248,21416354.88,13620930.66,22512223.23,11822822.14,30650147.52,1406466.15,7426177.37,9814,796,1,1,Low
CMP0294,Miller Ltd,Retail,32706611,4295964.64,15698488.98,25173021.8,3463141.52,11906642.28,1005224.77,2482066.29,6474,727,0,0,Low
CMP0295,Shelton PLC,Finance,2882638,309654.06,1171311.12,943517.6,588643.63,264057.99,30455.71,689181.31,6452,736,0,1,Low
CMP0296,Smith-Liu,Technology,65073049,7638359.63,32368925.64,14468927.28,20642799.73,14581329.3,2009613.2,11167527.3,9754,615,0,1,Medium
CMP0297,"Olson, Johnson and White",Retail,77601962,14726313.61,78117884.25,14310540.26,9665296.51,16280761.05,2111969.04,15192088.24,4709,317,0,1,High
CMP0298,"Tucker, Gould and Smith",Healthcare,40339175,4077591.91,42510722.9,26098573.33,4274704.11,10434484.39,4960445.06,572233.79,750,612,1,1,Medium
CMP0299,Hill-Frey,Manufacturing,24958407,7078876.43,28061332.26,11011034.83,9285300.44,5308081.55,2599653.55,3693210.28,6961,649,0,1,Medium
CMP0300,"Thompson, Bradley and Murphy",Technology,39297152,9603540.05,5111973.97,22077585.8,5389113.62,9823768.85,122298.64,-632061.72,4233,735,0,0,Low
CMP0301,Washington Ltd,Healthcare,32169818,2466630.81,35135391.82,12440027.68,12789669.58,10577006.62,4017843.76,4555748.98,509,641,1,0,Medium
CMP0302,"Rivera, Davidson and Wright",Retail,98054232,6489545.92,105744178.94,20537610.1,13939102.94,9959576.84,4089389.74,4297549.5,5327,358,1,0,High
CMP0303,Moody-Moran,Finance,27419433,4861364.99,17088316.09,19505896.74,6240343.16,4694768.27,364194.59,5347928.57,468,762,1,1,Low
CMP0304,"Ramirez, Carrillo and Wright",Energy,90840314,28843498.9,32966661.93,6130882.56,38826336.87,31064813.33,2815138.95,17284629.94,3300,321,0,0,High
CMP0305,Garcia-Hudson,Energy,67247503,16542153.69,19140912.78,33465881.34,15702278.33,7175069.32,1596531.32,11542562.46,8364,781,0,1,Low
CMP0306,"Wright, Stevens and Moore",Technology,15405762,4052228.74,4135083.7,6477565.93,4961939.22,2791886.27,488226.81,3017470.9,9799,748,1,0,Low
CMP0307,"Sanchez, Frank and Thompson",Energy,5280662,1053284.05,1409660.96,2840853.45,1412306.27,967940.11,149357.65,980390.1,7958,753,0,0,Low
CMP0308,Fuentes Ltd,Technology,64850112,5650462.62,35671709.11,51252602.28,24835693.2,10328838.21,1119637.91,6864524.75,4931,743,0,1,Low
CMP0309,"Underwood, Johnson and Casey",Finance,5001643,936523.07,3146016.93,1213378.7,732073.87,959661.05,72678.38,777383.06,2536,668,0,1,Medium
CMP0310,"Lewis, Richardson and Dunlap",Energy,24399817,6824088.93,18507052.44,16301101.14,9592930.87,6431687.6,944265.46,5104325.03,8390,806,1,0,Low
CMP0311,Johnson PLC,Healthcare,32831006,9926473.46,36850969.52,4690088.66,13777946.47,11149302.04,1081695.16,6166277.6,6337,344,1,1,High
CMP0312,"Mcdowell, Wood and Marquez",Retail,22628773,6050839.15,9880057.69,2151733.78,4260091.39,5116053.14,872626.41,5581841.96,9852,315,1,1,High
CMP0313,Clarke-Acosta,Energy,61043955,11068133.05,58650794.15,5561868.52,27679795.59,8367045.27,3983858.79,-2005010.47,9667,325,0,1,High
CMP0314,Gay-Townsend,Energy,11968004,2339583.1,3058466.11,1663897.71,3418326.58,3135791.94,346498.17,2975945.13,1604,568,0,1,Medium
CMP0315,Estrada Inc,Manufacturing,82575996,6813852.92,57343344.41,65548575.93,32966723.61,13019116.87,4070897.98,15806838.98,5187,720,0,0,Low
CMP0316,Thompson Inc,Technology,1459914,339578.2,889493.88,247547.34,482793.39,331269.56,50064.53,239553.52,782,427,0,0,High
CMP0317,"Washington, Wade and Schmidt",Healthcare,14584067,2135881.68,8149158.29,2406441.12,1612910.58,2301440.44,611443.55,1405539.03,2284,361,1,0,High
CMP0318,Ellis Ltd,Retail,76017076,24019232.42,28543603.05,14859179.83,18035337.6,11143437.18,1037816.24,11773017.52,2389,640,1,1,Medium
CMP0319,Acosta-Todd,Finance,22908944,7204546.83,14669869.06,3374026.2,8139782.94,2852886.72,847659.22,4735080.82,8619,464,1,0,High
CMP0320,"Meyer, Maynard and Bush",Manufacturing,62527174,16012987.91,65535143.31,18117945.51,14025127.6,20676127.72,4406881.14,4430086.94,4324,494,0,0,High
CMP0321,"Dudley, Hoffman and Lopez",Manufacturing,82371892,26857225.1,64576513.63,13200146.21,36953805.46,13723920.13,2319999.85,16742808.02,1167,380,1,1,High
CMP0322,Perry-Jackson,Energy,20858496,3814776.82,17341141.43,15243001.69,4861842.36,1079774.69,1991610.01,4499012.23,1682,817,1,1,Low
CMP0323,"Sims, Alvarado and Williams",Energy,79700938,21112098.65,71766685.84,54845805.15,7974979.38,16988925.56,3021107.64,1357439.29,1263,708,1,1,Low
CMP0324,Snyder Group,Healthcare,49190297,11817922.51,18277291.33,26424416.62,21581520.21,6620722.0,923775.93,-614133.35,203,840,1,1,Low
CMP0325,"Daniel, George and Wilson",Healthcare,56910233,5540656.6,54981905.36,13182156.11,22495110.02,12047793.8,3722643.38,-2842443.93,2936,374,1,0,High
CMP0326,"Alvarado, Cochran and Neal",Manufacturing,39718136,9968735.02,33266514.95,26407756.79,19846487.51,12170496.18,1545492.74,9462667.84,5234,797,1,0,Low
CMP0327,Johnson Inc,Finance,52571869,7374219.33,50856690.66,8923192.5,14534010.7,20478838.33,1847259.11,-1350858.19,3165,527,1,1,High
CMP0328,"Daniels, Miller and Romero",Manufacturing,52440095,18129625.63,36672234.92,24271061.39,20935850.49,8591960.43,3209641.79,5982144.12,7710,590,1,1,Medium
CMP0329,Murray-Boyle,Healthcare,33623617,5951658.16,38891951.54,15120789.63,12021683.02,1894869.49,4027201.55,6322003.82,7871,654,0,1,Medium
CMP0330,"Grant, Foley and Rush",Technology,69791529,17514967.79,33182066.57,18652287.69,25773095.31,17622792.15,2816069.84,16590862.1,3678,602,0,1,Medium
CMP0331,Hamilton and Sons,Retail,45504188,6238136.51,28216889.01,27962470.24,4799158.06,7619391.96,2374226.03,-874175.22,2117,771,0,1,Low
CMP0332,Rojas Inc,Finance,50276971,7449158.96,22210930.23,31643384.79,9076432.46,15714371.14,1213446.14,2021622.22,594,850,1,1,Low
CMP0333,"Shields, Spence and Williams",Finance,96844071,33811127.38,55883495.26,66189929.21,35217435.58,10077115.88,2387327.37,13396113.96,1209,837,0,0,Low
CMP0334,Malone PLC,Manufacturing,95602718,18701897.59,56315548.56,6671048.46,35544981.72,8292831.38,4585763.7,-4182579.25,3538,491,0,1,High
CMP0335,Alvarez-Boyle,Technology,53829233,8760931.41,59120587.89,36364551.07,6254428.07,6667842.73,6458036.77,6128870.84,8448,650,0,1,Medium
CMP0336,"Boone, Miller and Barker",Manufacturing,21682155,3863779.67,21919151.13,12800512.71,3805032.01,5056350.97,1529298.68,4726473.81,8608,573,0,1,Medium
CMP0337,Delgado-Shaw,Energy,59920475,10349318.71,24649347.66,38031077.89,13725473.87,17030055.98,2928451.38,5199657.46,2724,710,1,0,Low
CMP0338,Kelley-Sandoval,Retail,51471474,16665000.56,56839099.24,38236258.74,21896571.5,2895057.28,3132446.26,-1903742.48,283,735,1,1,Low
CMP0339,"Schwartz, Miller and Perez",Technology,43870954,10222240.2,33398337.24,33370954.9,20180276.12,13626453.81,1868867.98,10823924.2,3829,721,0,1,Low
CMP0340,Powell LLC,Finance,52068440,3046829.34,60788160.71,31709460.98,21214545.86,9763306.77,3102532.54,-1317787.11,4666,636,1,1,Medium
CMP0341,Cooper-Perez,Retail,36244243,5147636.15,6137305.88,12058133.07,6146968.65,8805019.59,402771.5,6386281.07,4111,822,0,1,Low
CMP0342,"Clark, Terry and Mckenzie",Manufacturing,41753972,12098491.26,10903932.55,32553249.47,8599088.92,7853625.06,1062354.01,8589495.91,531,813,0,0,Low
CMP0343,Blake-Phillips,Retail,55950386,2891469.03,51213032.68,6008979.17,9571250.05,18445796.47,3719901.17,7103560.65,8978,394,0,1,High
CMP0344,Becker-Adams,Technology,84407458,20068123.0,18499076.97,26630234.48,37373650.53,4674779.37,1811378.49,16913643.64,9029,706,0,1,Low
CMP0345,Hayes PLC,Energy,52521730,5168142.33,12012221.7,24171154.39,21474955.2,11864808.29,557746.21,6857540.63,4673,739,0,1,Low
CMP0346,Jackson-Martinez,Manufacturing,33368872,5738001.15,36707510.9,2582621.44,13192936.09,10421143.93,2270604.98,-1622045.58,881,384,1,0,High
CMP0347,Hunter-Brown,Energy,74104103,22196487.15,80944065.34,41579201.8,31133510.35,27589061.97,8132737.89,2653165.19,9586,573,0,1,Medium
CMP0348,Morrow-Williams,Energy,9643182,1565491.06,10599652.73,4506009.59,1957565.09,1144375.08,899724.28,848580.71,8226,694,1,0,Medium
CMP0349,Tate Inc,Energy,34305642,3381346.34,36942499.04,10250418.47,6833678.08,13608057.05,2335809.78,2850023.97,3154,365,0,1,High
CMP0350,Walker Group,Finance,55065271,3347324.46,41505239.03,5210471.39,10976567.61,19864281.13,1622425.53,11310719.11,9509,337,0,1,High
CMP0351,Johnson LLC,Technology,81852532,15319204.39,25422583.74,7392476.8,32788207.43,19290554.12,2954561.24,4625989.21,7385,370,1,1,High
